0.00530016,-7.93E-05,-0.004374631,0.000964692,-6.81E-05,0.000141745,0.000869151,-0.01365796,0.001622509,0.003404934
-7.93E-05,0.007850365,-0.00551836,0.002701415,0.003341032,-3.77E-05,-0.000699045,0.002408356,0.007924048,0.003876781
-0.004374631,-0.00551836,0.032430977,-0.005908493,-0.007865072,0.000700129,-0.000252429,0.132300009,-0.010517803,0.002715816
0.000964692,0.002701415,-0.005908493,0.007255576,-0.000529965,0.001507361,0.001607759,0.010686328,-0.004178599,0.001253342
-6.81E-05,0.003341032,-0.007865072,-0.000529965,0.009817148,0.000612131,0.00140578,-0.026151811,0.007898072,4.45E-05
0.000141745,-3.77E-05,0.000700129,0.001507361,0.000612131,0.005634769,-0.000404874,0.014734877,-0.001539079,0.002945629
0.000869151,-0.000699045,-0.000252429,0.001607759,0.00140578,-0.000404874,0.004967867,-0.016854801,-0.004016821,0.001596035
-0.01365796,0.002408356,0.132300009,0.010686328,-0.026151811,0.014734877,-0.016854801,1.184993971,-0.059469976,0.012828189
0.001622509,0.007924048,-0.010517803,-0.004178599,0.007898072,-0.001539079,-0.004016821,-0.059469976,0.02293862,0.003435257
0.003404934,0.003876781,0.002715816,0.001253342,4.45E-05,0.002945629,0.001596035,0.012828189,0.003435257,0.013122319
